"FINVOICE IMPLEMENTATION GUIDELINES VERSION 3.0 DATA LIST 17.12.2020","","","","","","","","",""
"","","","","","","","","",""
"2","AnyPartyIdentifier","string","Yes","0..35","0..1","Identification of any party Business ID (Business Identity Code = Y-tunnus in Finnish form: nnnnnnn-n)","BT-61","Y-tunnus",""
"","Attribute: SchemeID","iso6523cid","","4","0..1","check instructions from EU Norm","","",""
"2","AnyPartyOrganisationName","string","","2..35","1..2","Name of party","BT-59, BT-62","",""
"2","AnyPartyOrganisationDepartment","string","","0..35","0..2","Department information eg. Deparment or Unit","","Osasto",""
"2","AnyPartyOrganisationTaxCode","string","","0..35","0..1","VAT number, (Business ID with FI as a prefix)","BT-63","ALV-numero",""
"2","AnyPartyCode","string","Yes","0..70","0..1","Other party identification than Business Identity Code, attribute identifire type should be used ","","",""
"","Attribute: IdentifierType","token","","1..20","0..1","e.g. DUNS, GLN, EDI","","",""
"","Attribute: SchemeID","iso6523cid","","4","0..1","check instructions from EU Norm","","",""
"2","AnyPartyContactPersonName","string","","0..70","0..1","Contact person","","",""
"2","AnyPartyContactPersonFunction","string","","0..35","0..2","eg. title, remit","","",""
"2","AnyPartyContactPersonDepartment","string","","0..35","0..2","Department information eg. Deparment or Unit","","",""
"2","AnyPartyCommunicationDetails","Aggr.","","","0..1","Related to the any party organisation`s contact person","","yhteystiedot",""
"3","AnyPartyPhoneNumberIdentifier","string","","0..35","0..1","Phone number","","",""
"3","AnyPartyEmailAddressIdentifier","string","","0..70","0..1","email address","","",""
"2","AnyPartyPostalAddressDetails","Aggr.","","","0..1","Address information","BG-12","Postiosoite",""
"3","AnyPartyStreetName","string","","2..35","1..3","Postal address","BT-64-65, BT-164","",""
"3","AnyPartyTownName","string","","2..35","1","Name of the town","BT-66","",""
"3","AnyPartyPostCodeIdentifier","string","","2..35","1","Post code","BT-67","",""
"3","AnyPartyCountrySubdivision","string","","2..35","0..1","The subdivision of a country.","BT-68","",""
"3","CountryCode","nmtoken","","2","0..1","ISO 3166-1 country codes eg. FI, SE","BT-69","",""
"3","CountryName","string","","0..35","0..1","Country name","","",""
"3","AnyPartyPostOfficeBoxIdentifier","string","","0..35","0..1","PO box","","",""
"2","AnyPartyOrganisationUnitNumber","string","","0..35","0..1","OVT code (OVT-tunnus),(SFS)","","OVT-tunnus",""
"2","AnyPartySiteCode","string","","0..35","0..1","Code for place of business","","Toimipiste",""
"1","InvoiceDetails","Aggr.","","","1","Invoice Details","","",""
"2","InvoiceTypeCode","nmtoken","Yes","5","1","(REQ|QUO|ORD|ORC|INV|DEV|TES|INF|PRI|DEN|SEI|REC|RES|SDD)[0-9]{2}   INV09 Suoramaksu, SDD01 , palveluntarjoajat käsittelevät aineistot tämän kentän mukaan, EpiPaymentMeansCode arvosta riippumatta","","",""
"","Attribute: CodeListAgencyIdentifier","Enum.","","","0..1","SPY","","",""
"2","InvoiceTypeCodeUN","untdid1001","","1..3","0..1","Sanoman käsittely tehdään InvoiceType Coden mukaan. UN-koodin oikeellisuudesta vastaa laskun muodostaja, palveluntarjoja ei tarkista koodin oikeellisuutta","BT-3","",""
"2","InvoiceTypeText","string","","1..35","1","This information is printed to the Invoice layout.","","",""
"2","InvoiceClassification","Aggr.","","","0..1","Security details, seller and buyer agree content of this structure.","","",""
"3","ClassificationCode","string","","1..10","0..1","Security code","","",""
"3","ClassificationText","string","","1..70","0..1","Security text","","",""
"2","OriginCode","Enum.","","","1","Original, Copy or Cancel. Code ""Cancel"" is used with InvoiceTypeCode INV02 when related to Suoramaksu cancelation","","",""
"2","OriginText","string","","0..35","0..1","Text for OriginCode. This is used for the visualisation of the Invoice when the OriginCode value is Copy. Values are: ""Kopio"", ""Copy"" etc. If OriginCode is Copy, then it is recommended that OriginText is used.","","",""
"2","InvoicedObjectID","string","Yes","1..70","0..1","An identifier for an object on which the invoice is based, given by the Seller.","BT-18","Laskun kohde",""
"","Attribute: SchemeID","untdid1153","","1..3","0..1","check instructions from EU Norm","","",""
"2","InvoiceNumber","string","","1..20","1","Invoice number given by seller","BT-1","Laskunro.",""
"2","InvoiceDate","date","Yes","8","1","Creation date of invoice, given by seller   ","BT-2","Laskun päivä",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"2","OriginalInvoiceNumber","string","","1..20","0..1","Use at Credit note or Interest note point at original invoice number","BT-25","Alkuperäisen laskunro",""
"2","OriginalInvoiceDate","date","Yes","8","0..1","The date when the Preceding Invoice was issued.","BT-26","Alkuperäisen laskun päivä",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"2","OriginalInvoiceReference","Aggr.","","","0..n","Refer to previous invoices (e.g. instalments)","BT-25","",""
"3","InvoiceNumber","string","","1..20","0..1","Previous invoice number","","",""
"3","InvoiceDate","date","Yes","8","0..1","Previous invoice date","BT-26","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"2","InvoicingPeriodStartDate","date","Yes","8","0..1","Invoicing period start","BT-73","Jakso",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"2","InvoicingPeriodEndDate","date","Yes","8","0..1","Invoicing period end","BT-74","","korjattu BT-74"
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"2","SellerReferenceIdentifier","string","","0..70","0..1","Reference related to this specific invoice, given by seller. Could also consist of customer number. ","BT-14","Myyjän tilausnro",""
"2","SellerReferenceIdentifierUrlText","string","","0..512","0..1","Link to the Seller`s database","","",""
"2","BuyersSellerIdentifier","string","Yes","0..70","0..1","Sellers Identifier in buyers system","","",""
"","Attribute: IdentifierType","token","","1..20","0..1","e.g. DUNS, GLN, EDI","","",""
"","Attribute: SchemeID","iso6523cid","","4","0..1","Check instructions from EU Norm","","",""
"2","SellersBuyerIdentifier","string","Yes","0..70","0..1","Buyers Identifer in the sellers system ","BT-46","",""
"","Attribute: IdentifierType","token","","1..20","0..1","e.g. DUNS, GLN, EDI","","",""
"","Attribute: SchemeID","iso6523cid","","4","0..1","Check instructions from EU Norm","","",""
"2","OrderIdentifier","string","","0..70","0..1","Identifier given by buyer when the original order was done i.e. Order Number.","BT-13","Ostajan tilausnro",""
"2","OrderIdentifierUrlText","string","","0..512","0..1","Link to the Sellers database ","","",""
"2","OrderDate","date","Yes","8","0..1","Date when the order was done.","","Tilauspäivä",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"2","OrdererName","string","","0..35","0..1","Orderer","","Tilaaja",""
"2","SalesPersonName","string","","0..35","0..1","Salesperson","","Myyjä",""
"2","OrderConfirmationIdentifier","string","","0..70","0..1","Confirmation id given by the seller","","Tilausvahvistus",""
"2","OrderConfirmationDate","date","Yes","8","0..1","Confirmation date","","Tilausvahvistuspäivä",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"2","AgreementIdentifier","string","","0..70","0..1","Agreement number","BT-12","Sopimus",""
"2","AgreementIdentifierUrlText","string","","0..512","0..1","Link to the Sellers database","","",""
"2","AgreementTypeText","string","","0..35","0..1","Agreement text","","Sopimuksen tyyppi",""
"2","AgreementTypeCode","string","","0..35","0..1","Agreement code","","",""
"2","AgreementDate","date","Yes","8","0..1","agreement date","","Sopimuspäivä",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"2","NotificationIdentifier","string","","0..70","0..1","eg. damage identifier","","Ilmoitustunnus",""
"2","NotificationDate","date","Yes","8","0..1","Notification date","","Ilmoituksen  päiväys",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"2","RegistrationNumberIdentifier","string","","0..70","0..1","eg. registrationnumber of car or ID code","","Rekisteröintitunnus",""
"2","ControllerIdentifier","string","","0..70","0..1","Controller ID","","Tarkastajan tunnus",""
"2","ControllerName","string","","0..35","0..1","Controller name","","Tarkastajan nimi",""
"2","ControlDate","date","Yes","8","0..1","Control date","","Tarkastuspäivä",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"2","BuyerReferenceIdentifier","string","","0..70","0..1","Reference given by buyer when the original order was done, e.g. orderer name. Order number is given in OrderIdentifier element","BT-10","",""
"2","ProjectReferenceIdentifier","string","","0..70","0..1","project number","BT-11","Projekti",""
"2","DefinitionDetails","Aggr.","","","0..n","The sector of business is responsible for maintaining the data contents and description of Defination Details"," ","",""
"3","DefinitionHeaderText","string","Yes","0..70","1","Header of the additional definition for the message","","",""
"","Attribute: DefinitionCode","token","","1..20","0..1","Code for the header","BT-21","",""
"3","DefinitionValue","string","Yes","0..70","0..1","Content/value of the definition eg. ICD code","BT-22","",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. kg, m, kwh/h, etc.","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"2","RowsTotalVatExcludedAmount","amount","Yes","1..22","0..1","Sum of all Invoice line net amounts without VAT in the Invoice","BT-106","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","DiscountsTotalVatExcludedAmount","amount","Yes","1..22","0..1","Sum of allowances without VAT on document level","BT-107","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","ChargesTotalVatExcludedAmount","amount","Yes","1..22","0..1","Sum of charges without VAT on document level","BT-108","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","InvoiceTotalVatExcludedAmount","amount","Yes","1..22","0..1","Total amount of this specific invoice without VAT","BT-109","Yhteensä veroton",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","InvoiceTotalVatAmount","amount","Yes","1..22","0..1","Total amount of VAT related to this specific invoice. Laskun verojen kokonaismäärä: InvoiceTotalVatAmount saadaan laskemalla yhteen laskun veroerittelyn verokantakohtaiset veromäärät (VatRateAmount).","BT-110","ALV yhteensä",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","InvoiceTotalVatAccountingAmount","amount","Yes","1..22","0..1","Invoice total VAT amount in accounting currency","BT-111","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","InvoiceTotalVatIncludedAmount","amount","Yes","1..22","1","Total amount of this specific invoice with VAT","BT-112","LASKU YHTEENSÄ",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","BT-5","",""
"2","InvoiceTotalRoundoffAmount","amount","Yes","1..22","0..1","Round off amount. The amount which will be added to the invoiceTotalVatIncludedAmount","BT-114","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","InvoicePaidAmount","amount","Yes","1..22","0..1","Advance paid amounts with VAT","BT-113","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","ExchangeRate","exchangeRate","","1..22","0..1","Exchange rate of other currency","","Kurssi",""
"2","OtherCurrencyAmountVatExcludedAmount","amount","Yes","1..22","0..1","Total amount of this invoice without VAT in other currency","","Laskun summa veroton valuutassa",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","OtherCurrencyAmountVatIncludedAmount","amount","Yes","1..22","0..1","Total amount of this invoice with VAT in other currency","","Laskun summa verollinen valuutassa",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","CreditLimitAmount","amount","Yes","1..22","0..1","Credit Limit amount used in eg. credit cards invoices","","Luottoraja",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","CreditInterestPercent","percentage","","1..7","0..1","Credit intrest precent","","Luottokorko",""
"2","OperationLimitAmount","amount","Yes","1..22","0..1","eg. Credit card invoice","","Luoton käyttöraja",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","MonthlyAmount","amount","Yes","1..22","0..1","Monthly amount","","Lyhennyserä",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","ShortProposedAccountIdentifier","nmtoken","","0..4","0..1","Account proposal based on account chart, given by seller to be used by buyer","","Tiliöintiehdotus",""
"2","NormalProposedAccountIdentifier","nmtoken","","0..4","0..1","Account proposal based on account chart, given by seller to be used by buyer","","",""
"2","ProposedAccountText","string","","0..35","0..1","cost account information (kulutili tai raportointikoodi)","","",""
"2","AccountDimensionText","string","","0..35","0..1","E-accounting reference (tiliöintiviite) Cost centre, e.g. department, based on agreement between trade partners. Dimensions can be separated with ;","BT-19","",""
"2","SellerAccountText","string","","0..35","0..1","Dedicated to the seller´s own accounting information.","","Myyjän tiliöintitiedot",""
"2","VatPoint","Aggr.","","","0..1","The date when the VAT becomes accountable. Arvonlisäverodirektiivin artikla 226 (7), ”päivä, jolloin tavarat on luovutettu tai palvelut suoritettu taikka 220 artiklan 4 ja 5 alakohdassa tarkoitettu ennakkomaksu on maksettu, jos kyseinen päivä voidaan määrittää ja se on muu kuin laskun laatimispäivä","","",""
"3","VatPointDate","date","Yes","8","1","Only VatPointDate or VatPointDateCode is allowed, not both.","BT-7","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"3","VatPointDateCode","untdid2005","","1..3","1","Only VatPointDate or VatPointDateCode is allowed, not both.","BT-8","",""
"2","VatSpecificationDetails","Aggr.","","","0..n","Vat details related to this specific invoice","BG-23","ALV-erittely",""
"3","VatBaseAmount","amount","Yes","1..22","0..1","Vat base of service or product charged with this invoice, Alv-luokittain RowVatExcludedAmount-elementtien yhteismäärä.","BT-116","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","VatRatePercent","percentage","","1..7","0..1","Vat rate percentage of service or product charged with this invoice","BT-119","",""
"3","VatCode","untdid5305","","1..3","0..1","VAT code","BT-118","",""
"3","VatRateAmount","amount","Yes","1..22","0..1","Vat rate amount of service or product charged with this invoice. Alv-luokittain RowVatAmount-elementtien yhteismäärä. Yhteismäärä on laskettava rivitasolta alkaen, koska muuten Vat-määrä ei täsmää rivitason tietoihin. ","BT-117","ALV yhtensä",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","BT-6","",""
"3","VatFreeText","string","","0..70","0..3","Information related to VAT","BT-120","",""
"3","VatExemptionReasonCode","VatExReasonCodeType","","1..20","0..1","the reason for why the amount is exempted from VAT.","BT-121","",""
"2","InvoiceFreeText","string","","0..512","0..n","Free text related to the invoice. ","BT-21 tai DefinitionDetails","",""
"2","InvoiceVatFreeText","string","","0..70","0..1","Text seller is free of duty (VAT), ""veroton"" ""VAT FREE""","","",""
"2","PaymentTermsDetails","Aggr.","","","0..n","Payment terms related to this invoice, given by seller","","",""
"3","PaymentTermsFreeText","string","","0..70","0..2","Payment terms. Payment instructions in free text. Instruction in free text  e.g. MAKSUEHTO ","BT-20","Maksuehdot",""
"3","FreeText","Aggr.","","","0..2","IInstructions in free text form. Example: ""Huomautusaika 8 pv"" (= Complaints within 8 days) "," ","",""
"4","Header","string","","1..35","0..1","e.g. Complaints within (Huomautusaika)","","",""
"4","Value","string","","1..70","0..2","e.g. 8 days","","",""
"3","InvoiceDueDate","date","Yes","8","0..1","The date when the invoice should paid. See also Epi-details. Maksun eräpäivä (normaalien maksuehtojen mukainen) annetaan myös Epin EpiDateOptionDate-elementissä. Kuluttajaviraston antamien ohjeiden mukaan yritysten tulisi lähettää e-laskun kuluttajalle niin, että laskun lähettämisen ja eräpäivän välille jää vähintään kaksi viikkoa aikaa.","BT-9","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"3","CashDiscountDate","date","Yes","8","0..1","Due date if discount is used","","Käteisalennuspäivä",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"3","CashDiscountBaseAmount","amount","Yes","1..22","0..1","Base amount for discount calculation","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","CashDiscountPercent","percentage","","1..7","0..1","Percent for discount calculation","","%",""
"3","CashDiscountAmount","amount","Yes","1..22","0..1","Cash discount amount including VAT.Käteisalennuksen verollinen arvo (alennuksen arvonlisäverollinen määrä)","","Käteisalennus",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","CashDiscountExcludingVatAmount","amount","Yes","1..22","0..1","Cash discount amount excluding VAT. Käteisalennuksen verotonarvo (arvonlisäveroton määrä)","","Käteisalennuksen alv:",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","CashDiscountVatDetails","Aggr.","","","0..n","Discount information","","",""
"4","CashDiscountVatPercent","percentage","","1..7","1","Cash discount percent","","%",""
"4","CashDiscountVatAmount","amount","Yes","1..22","1","cash discount amount VAT included",""," ",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","ReducedInvoiceVatIncludedAmount","amount","Yes","1..22","0..1","Reduced invoice amount VAT included","","Alennetun maksun määrä",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","PaymentOverDueFineDetails","Aggr.","","","0..1","Instruction used when payment processed after due date","","Viivästystiedot",""
"4","PaymentOverDueFineFreeText","string","","0..70","0..3","Instruction in text format for printouts","","",""
"4","PaymentOverDueFinePercent","percentage","","1..7","0..1","Instruction for automatic process","","Viivästyskorko",""
"4","PaymentOverDueFixedAmount","amount","Yes","1..22","0..1","PaymentOverDueFixedAmount, delay fee","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","DiscountDetails","Aggr.","","","0..n","Discount details","BG-20","Alennustiedot",""
"3","FreeText","string","","1..70","0..1","Discount information  in text format","BT-97","",""
"3","ReasonCode","untdid5189","","1..3","0..1","Check instructions from EU Norm","BT-98","",""
"3","Percent","percentage","","1..7","0..1","Percent","BT-94","",""
"3","Amount","amount","Yes","1..22","0..1","Discount amount excluding VAT","BT-92","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","BaseAmount","amount","Yes","1..22","0..1","Discount base amount, excluding VAT","BT-93","summasta",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","VatCategoryCode","untdid5305","","1..3","0..1","VAT code","BT-95","",""
"3","VatRatePercent","percentage","","1..7","0..1","VAT percent","BT-96","Alv%",""
"2","ChargeDetails","Aggr.","","","0..n","","BG-21","Kulutiedot",""
"3","ReasonText","string","","1..70","0..1","Charge information in text format","BT-104","",""
"3","ReasonCode","untdid7161","","1..3","0..1","Check instructions from EU Norm","BT-105","",""
"3","Percent","percentage","","1..7","0..1","Percent","BT-101","",""
"3","Amount","amount","Yes","1..22","0..1","Charge amount, excluding VAT","BT-99","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","BaseAmount","amount","Yes","1..22","0..1","Charge base amount, excluding VAT","BT-100","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","VatCategoryCode","untdid5305","","1..3","0..1","VAT code","BT-102","",""
"3","VatRatePercent","percentage","","1..7","0..1","Percent","BT-103","",""
"2","TenderReference","string","","1..70","0..1","Tender reference given by buyer","BT-17","",""
"1","PaymentCardInfo","Aggr.","","","0..1","","BG-18","",""
"2","PrimaryAccountNumber","string","","1..19","1","Masked card number, at least 4 last digits
(PCI complient). Kortinnumerosta vähintään 4 viimeistä  numeroa","BT-87","Maksukortti",""
"2","CardHolderName","string","","1..70","0..1","Card holder name","BT-88","Kortinhaltija",""
"1","DirectDebitInfo","Aggr.","","","0..1","If InvoiceTypeCode = SDD01, this structure is mandatory","BG-19","",""
"2","MandateReference","string","","1..35","0..1","Mandate identifier","BT-89","Suoraveloitusvaltakirja",""
"2","CreditorIdentifier","string","","1..35","0..1","Creditor's direct debit identifier","BT-90","Suoraveloittaja",""
"2","DebitedAccountID","nmtoken","Yes","1..34","0..1","Direct debited account","BT-91","Veloitettava tili",""
"","Attribute: IdentificationSchemeName","Enum.","","","1","IBAN or BBAN","","",""
"1","PaymentStatusDetails","Aggr.","","","0..1","This section can be used for decision if the invoice should be paid or not","","",""
"2","PaymentStatusCode","Enum.","","","0..1","PAID, NOTPAID or PARTLYPAID.Maksun tila ilmoittaa, onko lasku jo maksettu. Maksetusta laskusta on ilmoitettava maksutapa. Laskun osamaksu ja osamaksuerät ilmoitetaan PartialPayment-osassa. 
Kortilla tai käteisellä maksetun laskun PaymentStatusCode on PAID ja rahamäärä Epin EpiIntsructedAmount-elementissä pitää olla 0,00.
","","",""
"2","PaymentMethodText","string","","0..35","0..1","This element is used only when PaymentStatusCode is PAID or PARTLYPAID. Value could be  ""Card payment"" Cash payment"" etc. ","","Maksutapa"," "
"1","PartialPaymentDetails","Aggr.","","","0..n","This aggr, should be used in case of prepayment or partial payment. There could be several partial payment aggregates which have different due dates, amounts etc.","","Osamaksuerä","poistettu partialpayment, koska sille oma tietokenttä"
"2","PaidAmount","amount","Yes","1..22","1","Paid amount of loaned sum with VAT. Can be 0,00","","Maksettu määrä",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","PaidVatExcludedAmount","amount","Yes","1..22","0..1","Paid amount of loaned sum without VAT. Can be 0,00","","Maksettu määrä veroton",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","UnPaidAmount","amount","Yes","1..22","1","Unpaid amount of loaned sum with VAT","","Maksamatta",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","UnPaidVatExcludedAmount","amount","Yes","1..22","0..1","Unpaid amount of loaned sum without VAT","","Maksamatta veroton",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","InterestPercent","percentage","","1..7","0..1","The interest percent related to the partial payment","","Korko",""
"2","ProsessingCostsAmount","amount","Yes","1..22","0..1","Cost related to the partial payment","","Käsittelykulut",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","PartialPaymentVatIncludedAmount","amount","Yes","1..22","1..n","Amount to be paid back of the loan in this specific payment, VAT included","","Verollinen määrä",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","PartialPaymentVatExcludedAmount","amount","Yes","1..22","1..n","Amount to be paid back of the loan in this specific payment, VAT excluded","","Yhteensä veroton",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","PartialPaymentDueDate","date","Yes","8","1..n","Due date","","Eräpäivä",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"2","PartialPaymentReferenceIdentifier","string","","2..35","1..n","Finnish payment reference number. Same as in ePI","","Viitenumero",""
"1","FactoringAgreementDetails","Aggr.","","","0..1","If a copy of the invoice is sent to factoring company, this information is inserted","","Rahoitusyhtiö",""
"2","FactoringAgreementIdentifier","string","","0..35","1","Identifier of factoring agreement","","Rahoitussopimus",""
"2","TransmissionListIdentifier","string","","0..70","0..1","Identifier of transmission lis","","Siirtoluettelo",""
"2","EndorsementClauseCode","string","","0..35","0..1","Type of endorsement clause","","",""
"2","FactoringTypeCode","string","","0..35","0..1","Factoring type code","","",""
"2","FactoringFreeText","string","","0..70","0..n","Is used for clause when transfering the invoice to the factoring company.  Rahoitusyhtiön määrittelemä siirtolauseke. Tarkemmat ohjeet ovat Rahoitusyhtiön toimialaohjeessa, joka löytyy Finvoice.info sivuilta. ","","Siirtolauseke",""
"2","FactoringPartyIdentifier","string","Yes","0..35","0..1","Identification of factoring party Business ID (Business Identity Code = Y-tunnus in Finnish)","","Y-tunnus",""
"","Attribute: SchemeID","iso6523cid","","4","0..1","Check instructions from EU Norm","","",""
"2","FactoringPartyName","string","","0..35","0..1","Name of the factoring party","","",""
"2","FactoringPartyPostalAddressDetails","Aggr.","","","0..1","Address information","","",""
"3","FactoringPartyStreetName","string","","2..35","1..3","Postal address","","",""
"3","FactoringPartyTownName","string","","2..35","1","Name of the town","","",""
"3","FactoringPartyPostCodeIdentifier","string","","2..35","1","Post code","","",""
"3","FactoringPartyCountrySubdivision","string","","2..35","0..1","The subdivision of a country","","",""
"3","CountryCode","nmtoken","","2","0..1","ISO 3166-1 country codes eg. FI, SE","","",""
"3","CountryName","string","","0..35","0..1","Country name","","",""
"3","FactoringPartyPostOfficeBoxIdentifier","string","","0..35","0..1","PO box","","",""
"1","VirtualBankBarcode","string","","0..512","0..1","This information helps payer to fill payment form in eg. Internet banking service. Bar code is used when the invoice is printed to the screen. Payer can copy the barcode and paste it to the internet banking service.  Virtuaaliviivakoodiin ei tulosteta viivakoodin rakenteeseen kuuluvaa alkumerkkiä (Start Code C), tarkistetta 2 (Check character/Modulo 103 checksum), eikä loppumerkkiä (Stop character). Virtuaaliviivakoodiin tulostetaan 54 merkkiä.","","Virtuaaliviivakoodi",""
"1","InvoiceRow","Aggr.","","","1..n","One invoice can include several InvoiceRows. Invoice Row can also be specification to the one Row etc. telecommunication invoice.","BG-25","",""
"2","RowSubIdentifier","string","","0..35","0..1","Identifies invoice row in SubInvoiceRow. Technical identifier if Sub invoice row is used ","","",""
"2","InvoicedObjectID","string","Yes","1..70","0..1","An identifier for an object on which the invoice row is based, given by the Seller.","BT-128","Laskun kohde",""
"","Attribute: SchemeID","untdid1153","","1..3","0..1","Check instructions from EU Norm","","",""
"2","ArticleIdentifier","string","","0..70","0..1","Article Id is given by seller, EAN etc.","BT-155","Tuotetunnus",""
"2","ArticleGroupIdentifier","string","Yes","0..70","0..n","e.g Article group identifier if used multiple article identifier use Row Defination details","BT-158","Tuoteryhmä",""
"","Attribute: SchemeID","untdid7143","","1..3","0..1","Check instructions from EU Norm","","",""
"","Attribute: SchemeVersion","string","","1..35","0..1","Check instructions from EU Norm","","",""
"2","ArticleName","string","","0..100","0..1","Name of the product or service","BT-153","Kuvaus",""
"2","ArticleDescription","string","","0..512","0..1","A description for an item","BT-154","",""
"2","ArticleInfoUrlText","string","","0..512","0..1","Link to the Seller`s website.","","",""
"2","BuyerArticleIdentifier","string","","0..70","0..1","Article Id is given by buyer, EAN etc.","BT-156","Ostajan tuotetunnus",""
"2","EanCode","string","Yes","0..35","0..1","EAN-code","BT-157","EAN-koodi",""
"","Attribute: SchemeID","iso6523cid","","4","0..1","Check instructions from EU Norm","","",""
"2","RowRegistrationNumberIdentifier","string","","0..70","0..1","Registration number","","Rekisteritunnus",""
"2","SerialNumberIdentifier","string","","0..70","0..1","Serial number","","Sarjanumero",""
"2","RowActionCode","token","","0..35","0..1","Action code for eg. hospital treatment","","Tehtäväkoodi",""
"2","RowDefinitionDetails","Aggr.","","","0..n",""," ","",""
"3","RowDefinitionHeaderText","string","Yes","0..70","1","Header of the additional definition for the article eg. Type of repair shop","BT-160","",""
"","Attribute: DefinitionCode","token","","1..20","0..1","Code for the header","","",""
"3","RowDefinitionValue","string","Yes","0..70","0..1","Content/value of the definition","BT-161","",""
